Dtm Inserted Date,Avg. Dec Chemical Temp,Avg. Dec Drying Temp,Avg. Dec Hot Water Temp,Txt Activity
10/18/2023 23:32,80.7,37.7,79.6,3
10/18/2023 23:32,80.7,36.5,79.1,3
10/18/2023 23:32,80.6,35.7,79.5,3
10/18/2023 23:32,80.7,35.5,79.2,3
10/18/2023 23:32,80.7,34.5,79.5,3
10/18/2023 23:33,80.7,23.8,79.3,3
10/18/2023 23:33,80.5,24,79.1,3
10/18/2023 23:33,80.8,22.8,79.5,3
10/18/2023 23:33,80.7,22.9,79.3,3
10/18/2023 23:33,80.7,22.9,79.4,3
10/18/2023 23:34,80.9,21.9,79.4,3
10/18/2023 23:34,80.9,22.7,79.4,3
10/18/2023 23:34,80.6,21.8,79.3,3
10/18/2023 23:34,80.6,21.5,79.3,3
10/18/2023 23:34,80.9,21.8,79.3,3
10/18/2023 23:34,80.7,21.6,79.5,3
10/18/2023 23:34,80.8,22,79.4,3
10/18/2023 23:34,80.9,21.7,79.6,3
10/18/2023 23:34,80.6,20.7,79.1,3
10/18/2023 23:34,80.7,20.8,79.6,6
10/18/2023 23:34,80.9,21.8,79.2,6
10/18/2023 23:34,80.8,21.6,79.5,6
10/18/2023 23:34,80.8,20.5,79.5,6
10/18/2023 23:34,80.8,21,79.5,6
10/18/2023 23:34,80.6,20.5,79.4,6
10/18/2023 23:34,80.9,20.6,79.3,6
10/18/2023 23:34,80.8,21.5,79.1,6
10/18/2023 23:35,67.2,21.6,79.2,6
10/18/2023 23:35,65.5,22.3,79.5,6
10/18/2023 23:35,62.7,22.7,79.5,6
10/18/2023 23:35,62.7,21.6,79.3,6
10/18/2023 23:35,61.8,22.5,79.2,6
10/18/2023 23:35,61.9,21.9,79.6,6
10/18/2023 23:35,61.8,21.5,79.3,6
10/18/2023 23:35,61.9,21.8,79.2,6
10/18/2023 23:35,60.8,22.3,79.2,6
10/18/2023 23:35,59.7,21.8,79.4,6
10/18/2023 23:35,59.9,21.7,79.2,6
10/18/2023 23:35,59.8,22.4,79.2,6
10/18/2023 23:35,59.6,21.6,79.2,6
10/18/2023 23:36,59.9,21.7,79.2,6
10/18/2023 23:36,59.8,22.9,79.1,6
10/18/2023 23:36,58.9,22.8,79.6,6
10/18/2023 23:36,58.8,21.5,79.1,6
10/18/2023 23:36,58.7,22.7,79.3,6
10/18/2023 23:36,59.6,21.7,79.3,6
10/18/2023 23:36,59.7,22.5,79.2,6
10/18/2023 23:36,58.8,22.6,79.3,6
10/18/2023 23:36,59.7,21.8,79.6,6
10/18/2023 23:36,59.9,22.7,79,6
10/18/2023 23:37,59.6,22.6,79.3,6
10/18/2023 23:37,59.7,23.7,79.3,6
10/18/2023 23:37,59.9,23.5,79.4,6
10/18/2023 23:37,59.7,23.8,79.2,6
10/18/2023 23:37,59.9,23.7,79.1,6
10/18/2023 23:37,59.6,23.9,79.6,6
10/18/2023 23:37,59.7,23.6,79.5,6
10/18/2023 23:37,59.9,23.7,79.4,6
10/18/2023 23:37,59.9,24.6,79.4,6
10/18/2023 23:37,59.8,24.8,79.3,6
10/18/2023 23:37,60.9,23.6,79.3,6
10/18/2023 23:37,59.7,23.7,79.2,6
10/18/2023 23:37,59.9,23.7,79.2,6
10/18/2023 23:37,59.9,22.8,79.2,6
10/18/2023 23:37,59.8,23.7,79.3,6
10/18/2023 23:37,59.9,23.6,79.6,6
10/18/2023 23:38,59.7,23.8,79.5,6
10/18/2023 23:38,59.8,24.6,79.2,6
10/18/2023 23:38,59.9,23.9,79.1,6
10/18/2023 23:38,59.7,22.7,79.5,6
10/18/2023 23:38,59.9,23.6,79.4,6
10/18/2023 23:38,59.8,23.6,79.1,6
10/18/2023 23:38,60,23.9,79.1,6
10/18/2023 23:38,59.7,24.7,79.2,6
10/18/2023 23:38,59.9,24.8,79.3,6
10/18/2023 23:38,60.6,23.8,79,6
10/18/2023 23:38,60.8,24.7,79.2,6
10/18/2023 23:38,60.8,23.9,79.2,6
10/18/2023 23:38,59.9,24,79.2,6
10/18/2023 23:38,59.8,23.8,79.3,6
10/18/2023 23:38,59.7,23.7,79.5,6
10/18/2023 23:38,59.8,23.6,79.4,6
10/18/2023 23:38,59.9,24.5,79.4,6
10/18/2023 23:38,59.9,23.5,80.4,6
10/18/2023 23:38,59.9,23.8,80.3,7
10/18/2023 23:38,59.9,23.6,79.8,8
10/18/2023 23:39,60.8,24.9,80.5,8
10/18/2023 23:39,60.9,25.9,80.1,8
10/18/2023 23:39,60.7,25.8,80.5,8
10/18/2023 23:39,61.8,26.4,80.2,8
10/18/2023 23:39,61.8,25.8,80.2,8
10/18/2023 23:39,61.8,25.6,80.5,8
10/18/2023 23:39,61.9,26.7,80.4,8
10/18/2023 23:39,61.7,26.7,80.6,8
10/18/2023 23:39,61.7,26.5,80.2,8
10/18/2023 23:39,61.8,26.7,80.5,8
10/18/2023 23:39,61.8,26.6,80.4,8
10/18/2023 23:39,61.7,27.6,80.2,8
10/18/2023 23:39,61.7,27.9,80.6,8
10/18/2023 23:39,62.5,27.8,80.5,8
10/18/2023 23:39,62.7,28.8,80.4,8
10/18/2023 23:40,62.8,28.1,80.3,8
10/18/2023 23:40,62.8,27.4,80.2,8
10/18/2023 23:40,62.6,28.9,80.4,8
10/18/2023 23:40,62.8,27.7,80.5,8
10/18/2023 23:40,62.6,27.9,80.4,8
10/18/2023 23:40,62.7,27.8,75.2,8
10/18/2023 23:40,62.8,29.5,72.6,8
10/18/2023 23:40,62.7,28.5,69.4,8
10/18/2023 23:40,63.7,28.6,66.5,8
10/18/2023 23:40,63.8,29.5,63.5,8
10/18/2023 23:40,63.7,28.5,61.5,8
10/18/2023 23:40,63.8,28.8,59.2,8
10/18/2023 23:40,63.8,28.6,55.3,8
10/18/2023 23:40,63.8,28.7,53.3,8
10/18/2023 23:40,63.6,28.7,50.5,8
10/18/2023 23:40,63.7,28.8,48.5,8
10/18/2023 23:40,63.6,28.7,47.4,8
10/18/2023 23:40,64.7,28.5,46.2,8
10/18/2023 23:40,64.9,28.7,42.6,8
10/18/2023 23:40,64.8,28.4,42.4,10
10/18/2023 23:40,64.7,27.9,41.5,10
10/18/2023 23:40,64.9,27.6,40.4,10
10/18/2023 23:40,64.8,27.6,39.4,10
10/18/2023 23:40,64.7,27.9,39.6,10
10/18/2023 23:40,64.8,27.8,38.4,10
10/18/2023 23:41,64.8,27.5,38.6,10
10/18/2023 23:41,64.5,27.7,37.7,10
10/18/2023 23:41,64.9,26.7,37.4,10
10/18/2023 23:41,64.6,26.5,36.5,10
10/18/2023 23:41,64.9,26.8,36.6,10
10/18/2023 23:41,64.8,26.7,36.6,10
10/18/2023 23:41,64.9,27.6,36.6,10
10/18/2023 23:41,64.9,26.5,35.3,10
10/18/2023 23:41,64.8,25.5,35.4,10
10/18/2023 23:41,64.8,26.7,35.3,10
10/18/2023 23:41,64.7,26.8,35.2,10
10/18/2023 23:41,64.7,25.7,35.5,10
10/18/2023 23:41,64.7,25.5,35.5,10
10/18/2023 23:41,64.9,26.3,35.2,10
10/18/2023 23:41,64.8,25.8,35.3,10
10/18/2023 23:41,64.7,25.5,34.4,10
10/18/2023 23:41,64.8,25.7,34.1,10
10/18/2023 23:41,64.7,25.5,34.4,10
10/18/2023 23:41,64.8,25.7,34.7,10
10/18/2023 23:41,64.7,24.9,34.2,10
10/18/2023 23:41,64.9,25.8,34.7,10
10/18/2023 23:41,64.8,24.9,34.5,10
10/18/2023 23:41,64.8,24.8,34.6,10
10/18/2023 23:41,64.9,24.6,34.3,10
10/18/2023 23:41,64.8,24.8,34.1,10
10/18/2023 23:42,64.7,24.6,34.2,10
10/18/2023 23:42,64.6,24.8,33.8,10
10/18/2023 23:42,64.8,24.7,33.3,10
10/18/2023 23:42,64.8,23.6,33.3,10
10/18/2023 23:42,64.7,24,33.3,10
10/18/2023 23:42,64.8,23.5,33.3,10
10/18/2023 23:42,64.7,24.8,33.6,10
10/18/2023 23:42,64.8,24.7,33.5,10
10/18/2023 23:42,64.6,24.1,33.7,10
10/18/2023 23:42,64.8,24.8,33.4,10
10/18/2023 23:42,64.8,24.6,33.5,10
10/18/2023 23:42,64.7,24.6,33.3,10
10/18/2023 23:42,64.8,24.6,33.2,10
10/18/2023 23:42,64.9,24,33.6,10
10/18/2023 23:42,64.8,24.9,33.7,10
10/18/2023 23:42,64.6,24.9,33.2,10
10/18/2023 23:42,64.9,24.5,33.6,10
10/18/2023 23:42,64.7,24.7,33.5,10
10/18/2023 23:42,64.7,24.8,33.7,10
10/18/2023 23:42,64.7,24.9,33.4,10
10/18/2023 23:42,64.8,24.5,33.7,10
10/18/2023 23:42,64.7,23.5,33.1,10
10/18/2023 23:42,64.8,24,33.3,10
10/18/2023 23:43,64.8,24.6,33.4,10
10/18/2023 23:43,64.8,23.8,33.4,10
10/18/2023 23:43,64.7,24,33.6,10
10/18/2023 23:43,64.7,24.9,33.2,10
10/18/2023 23:43,65.7,24.1,33.6,10
10/18/2023 23:43,65.7,24.8,33.2,10
10/18/2023 23:43,65.9,24.7,33.2,10
10/18/2023 23:43,65.8,24.6,33.3,10
10/18/2023 23:43,65.9,24,33.6,10
10/18/2023 23:43,65.9,24.8,33.4,10
10/18/2023 23:43,65.8,24.7,33.6,10
10/18/2023 23:43,65.7,23.7,33.3,10
10/18/2023 23:43,66.7,24.6,33.6,10
10/18/2023 23:43,66.8,24.7,33.7,10
10/18/2023 23:43,66.8,24.8,33.4,10
10/18/2023 23:43,66.9,24.9,33.6,10
10/18/2023 23:43,66.9,24.6,33.5,10
10/18/2023 23:43,66.7,24.6,33.6,10
10/18/2023 23:43,67.7,24.7,33.3,10
10/18/2023 23:43,67.7,23.9,33.4,10
10/18/2023 23:44,68.7,24.9,33.4,10
10/18/2023 23:44,69.7,24.8,33.5,10
10/18/2023 23:44,69.9,25.7,34.5,10
10/18/2023 23:44,69.7,26.8,34.5,10
10/18/2023 23:44,69.7,25.5,34.3,10
10/18/2023 23:44,69.8,25.5,34.7,10
10/18/2023 23:44,69.6,26.4,34.6,10
10/18/2023 23:44,69.8,26.8,34.4,10
10/18/2023 23:44,71,25.6,34.2,10
10/18/2023 23:44,70.3,26.5,34.4,10
10/18/2023 23:44,71,25.9,34.6,10
10/18/2023 23:44,70.8,26.8,34.3,10
10/18/2023 23:44,70.8,27.6,34.6,10
10/18/2023 23:44,70.9,26.9,34.6,10
10/18/2023 23:44,70.7,27.7,34.3,10
10/18/2023 23:44,70.7,27.6,34.5,10
10/18/2023 23:44,70.9,27.7,34.3,10
10/18/2023 23:45,70.8,27.8,34.3,10
10/18/2023 23:45,70.8,27.7,34.4,10
10/18/2023 23:45,70.8,27.8,34.4,10
10/18/2023 23:45,70.7,28,34.5,10
10/18/2023 23:45,71.1,27.8,34.7,10
10/18/2023 23:45,71.9,27.6,34.7,10
10/18/2023 23:45,71.6,27.6,34.5,10
10/18/2023 23:45,71.8,27.7,34.2,10
10/18/2023 23:45,71.8,28.4,34.4,10
10/18/2023 23:45,71.9,27.9,34.5,10
10/18/2023 23:45,71.7,27.5,34.5,10
10/18/2023 23:45,71.9,28.3,34.3,10
10/18/2023 23:45,72.7,28.8,34.5,10
10/18/2023 23:45,72.8,27.8,34.4,10
10/18/2023 23:45,72.9,27.8,34.6,10
10/18/2023 23:45,72.7,27.5,34.7,10
10/18/2023 23:45,72.7,28.5,34.5,10
10/18/2023 23:45,72.9,28.8,34.3,10
10/18/2023 23:45,72.7,27.8,34.3,10
10/18/2023 23:45,73.8,28.7,34.5,10
10/18/2023 23:45,72.8,28.7,34.4,10
10/18/2023 23:45,73.7,28.8,34.3,10
10/18/2023 23:45,73.8,28.5,34.5,10
10/18/2023 23:45,74,27.7,34.7,10
10/18/2023 23:45,73.9,28.4,34.5,10
10/18/2023 23:45,73.8,28.4,34.3,10
10/18/2023 23:45,73.8,27.9,35.5,10
10/18/2023 23:45,74,28.7,35.7,10
10/18/2023 23:45,73.8,28.5,35.5,10
10/18/2023 23:45,73.8,28.8,35.4,10
10/18/2023 23:46,73.9,28.8,35.4,10
10/18/2023 23:46,73.7,28.8,35.4,10
10/18/2023 23:46,74,28.9,35.4,10
10/18/2023 23:46,74.8,28.7,35.1,10
10/18/2023 23:46,74.6,28.9,35.3,10
10/18/2023 23:46,74.8,28.9,35.6,10
10/18/2023 23:46,74.8,28.7,35.3,10
10/18/2023 23:46,74.9,28.8,35.5,10
10/18/2023 23:46,74.8,28.2,35.2,10
10/18/2023 23:46,74.9,28.5,35.4,10
10/18/2023 23:46,74.7,28.7,35.7,10
10/18/2023 23:46,75.8,28.7,35.6,10
10/18/2023 23:46,75.9,28.7,35.7,10
10/18/2023 23:46,75.6,28.8,35.4,10
10/18/2023 23:46,75.8,28.8,35.6,10
10/18/2023 23:46,75.6,28.8,35.3,10
10/18/2023 23:46,75.8,28.6,35.5,10
10/18/2023 23:46,75.6,28.7,35.3,10
10/18/2023 23:46,75.7,28.7,35.4,10
10/18/2023 23:46,76.7,28.7,35.7,10
10/18/2023 23:46,76.8,28.8,35.6,10
10/18/2023 23:46,76.7,27.8,35.2,10
10/18/2023 23:46,76.8,28.6,35.3,10
10/18/2023 23:46,76.7,28.9,35.6,10
10/18/2023 23:46,76.8,28.7,35.5,10
10/18/2023 23:46,76.9,28.7,36.6,10
10/18/2023 23:46,76.8,27.8,35.8,10
10/18/2023 23:46,76.9,27.6,36.4,10
10/18/2023 23:46,76.7,28.5,36.6,10
10/18/2023 23:46,76.9,29,36.7,10
10/18/2023 23:47,76.7,27.7,36.4,10
10/18/2023 23:47,76.9,27.9,36.6,10
10/18/2023 23:47,76.6,28.9,36.2,10
10/18/2023 23:47,77.7,28.7,36.2,10
10/18/2023 23:47,77.7,27.7,36.3,10
10/18/2023 23:47,77.7,27.7,36.5,10
10/18/2023 23:47,77.7,27.8,36.7,10
10/18/2023 23:47,77.6,28.9,36.2,10
10/18/2023 23:47,77.8,28.7,36.5,10
10/18/2023 23:47,77.9,27.6,36.3,10
10/18/2023 23:47,77.8,27.9,36.5,10
10/18/2023 23:47,77.6,28.6,36.5,10
10/18/2023 23:47,77.9,27.6,36.5,10
10/18/2023 23:47,78.9,27.9,36.4,10
10/18/2023 23:47,78.7,27.6,36.4,10
10/18/2023 23:47,78.9,27.6,36.2,10
10/18/2023 23:47,78.6,27.9,36.6,10
10/18/2023 23:47,78.7,27.7,36.5,10
10/18/2023 23:47,78.8,27.7,36.5,10
10/18/2023 23:47,78.8,27.8,36.6,10
10/18/2023 23:47,79.7,27.9,36.7,10
10/18/2023 23:47,79.7,27.7,36.6,10
10/18/2023 23:47,79.8,27.6,36.3,10
10/18/2023 23:47,79.8,27.9,37.3,10
10/18/2023 23:47,79.8,26.6,37.4,10
10/18/2023 23:47,79.6,27.8,36.4,10
10/18/2023 23:47,79.7,27.7,36.3,10
10/18/2023 23:47,79.8,27.1,37.7,10
10/18/2023 23:47,79.9,27.5,36.3,10
10/18/2023 23:47,79.8,27.7,37.6,10
10/18/2023 23:48,79.7,27.5,37.7,10
10/18/2023 23:48,80.7,27.1,37.4,10
10/18/2023 23:48,80.8,27.7,37.6,10
10/18/2023 23:48,80.8,27.6,37.3,10
10/18/2023 23:48,80.8,26.6,37.6,10
10/18/2023 23:48,80.8,27.8,37.3,10
10/18/2023 23:48,80.6,27.9,37.2,10
10/18/2023 23:48,80.8,27.6,37.5,10
10/18/2023 23:48,80.7,26.8,37.2,10
10/18/2023 23:48,80.6,26.9,37.4,10
10/18/2023 23:48,80.8,27.7,37.4,10
10/18/2023 23:48,80.7,26.8,37.8,10
10/18/2023 23:48,80.6,27.9,37.6,10
10/18/2023 23:48,80.8,27.6,37.2,10
10/18/2023 23:48,80.6,26.9,37.4,10
10/18/2023 23:48,80.8,26.8,37.4,10
10/18/2023 23:48,80.8,26.8,37.7,10
10/18/2023 23:48,80.7,27.6,37.3,10
10/18/2023 23:48,80.9,26.6,37.7,10
10/18/2023 23:48,80.7,26.6,37.8,10
10/18/2023 23:48,80.8,27.6,37.6,10
10/18/2023 23:48,80.8,26.8,37.5,10
10/18/2023 23:48,80.8,26.7,37.3,10
10/18/2023 23:48,80.8,26.8,37.3,10
10/18/2023 23:48,80.7,26.8,37.6,10
10/18/2023 23:48,80.9,26.8,37.4,10
10/18/2023 23:48,80.5,27,37.6,10
10/18/2023 23:48,80.6,26.8,38.3,10
10/18/2023 23:48,80.6,26.5,37.6,10
10/18/2023 23:48,80.8,26.8,38.4,10
10/18/2023 23:49,80.6,26.7,38.3,10
10/18/2023 23:49,80.7,26.8,38.7,10
10/18/2023 23:49,80.8,26.8,38.7,10
10/18/2023 23:49,80.9,26.7,38.6,10
10/18/2023 23:49,80.9,26.8,38.3,10
10/18/2023 23:49,80.8,26.7,38.6,10
10/18/2023 23:49,80.9,25.6,38.3,10
10/18/2023 23:49,80.7,25.8,38.5,10
10/18/2023 23:49,81.1,25.5,38.3,10
10/18/2023 23:49,81.7,26.8,38.3,10
10/18/2023 23:49,81.9,26.8,38.7,10
10/18/2023 23:49,80.9,25.7,38.5,10
10/18/2023 23:49,80.6,26.8,38.6,10
10/18/2023 23:49,80.6,26.8,38.3,10
10/18/2023 23:49,80.8,25.7,38.3,10
10/18/2023 23:49,80.7,26,38.6,10
10/18/2023 23:49,80.6,26.3,38.4,10
10/18/2023 23:49,80.9,26.6,38.4,10
10/18/2023 23:49,80.7,25.6,38.4,10
10/18/2023 23:49,80.7,25.6,38.5,10
10/18/2023 23:49,80.7,25.9,38.3,10
10/18/2023 23:49,80.7,25.7,38.3,10
10/18/2023 23:49,80.7,25.6,38.2,10
10/18/2023 23:49,80.6,25.7,38.7,10
10/18/2023 23:49,80.9,26.6,38.3,10
10/18/2023 23:49,80.8,25.6,38.3,19
10/18/2023 23:49,80.7,25.8,38.4,19
10/18/2023 23:49,80.7,25.7,38.6,19
10/18/2023 23:49,80.8,25.6,38.3,19
10/18/2023 23:49,80.8,25.9,38.4,19
10/18/2023 23:50,80.8,25.6,39.1,19
10/18/2023 23:50,80.9,25.6,38.6,19
10/18/2023 23:50,80.7,25.8,39.6,19
10/18/2023 23:50,80.6,25.8,39.3,19
10/18/2023 23:50,80.8,26.4,39.6,19
10/18/2023 23:50,80.6,25.9,39.6,19
10/18/2023 23:50,80.9,25.9,39.7,19
10/18/2023 23:50,80.6,24.6,39.4,19
10/18/2023 23:50,80.7,25.7,39.4,19
10/18/2023 23:50,80.7,25.9,39.4,19
10/18/2023 23:50,80.8,25.7,39.4,19
10/18/2023 23:50,80.8,25.9,39.2,19
10/18/2023 23:50,80.7,26.7,39.3,19
10/18/2023 23:50,80.7,25.6,39.3,19
10/18/2023 23:50,80.8,25.7,39.3,19
10/18/2023 23:50,80.8,25.8,39.8,19
10/18/2023 23:50,80.7,25.9,39.2,19
10/18/2023 23:50,80.6,25.8,39.3,19
10/18/2023 23:50,80.7,25.5,39.6,19
10/18/2023 23:50,80.7,25.7,39.8,19
10/18/2023 23:50,80.8,25.9,39.3,19
10/18/2023 23:50,80.6,25.8,39.7,19
10/18/2023 23:50,80.5,25.9,39.4,19
10/18/2023 23:50,80.8,25.6,39.5,19
10/18/2023 23:50,80.8,25.8,39.4,19
10/18/2023 23:50,80.8,25.9,39.8,19
10/18/2023 23:50,80.7,25.6,39.6,19
10/18/2023 23:50,80.6,25.7,39.7,19
10/18/2023 23:50,80.6,25.7,39.6,19
10/18/2023 23:50,80.9,26,39.6,19
10/18/2023 23:51,80.9,25.6,40.3,19
10/18/2023 23:51,80.6,25.1,40.7,19
10/18/2023 23:51,80.9,25.5,40.4,19
10/18/2023 23:51,80.8,25.6,40.7,19
10/18/2023 23:51,80.9,25.6,40.4,19
10/18/2023 23:51,80.8,25.7,40.4,19
10/18/2023 23:51,80.9,26.1,40.7,19
10/18/2023 23:51,80.6,25.8,40.4,19
10/18/2023 23:51,80.6,25.6,40.2,19
10/18/2023 23:51,80.8,24.7,40.6,19
10/18/2023 23:51,80.8,25.6,40.5,19
10/18/2023 23:51,80.7,25.7,40.1,19
10/18/2023 23:51,80.8,25.7,40.3,19
10/18/2023 23:51,80.5,25.7,40.8,19
10/18/2023 23:51,80.8,26.6,40.8,19
10/18/2023 23:51,80.6,25.7,40.7,19
10/18/2023 23:51,80.6,25.8,40.3,19
10/18/2023 23:51,80.7,25.1,40.4,19
10/18/2023 23:51,80.7,25.7,40.5,19
10/18/2023 23:51,80.8,25.6,40.6,19
10/18/2023 23:51,80.9,25.6,40.6,19
10/18/2023 23:51,80.9,25.7,40.6,19
10/18/2023 23:51,80.7,26,40.4,19
10/18/2023 23:51,80.7,26,40.4,19
10/18/2023 23:51,80.8,25.9,40.5,19
10/18/2023 23:51,80.9,25.9,40.4,19
10/18/2023 23:51,80.7,25.7,40.7,19
10/18/2023 23:51,80.7,24.9,40.6,19
10/18/2023 23:51,80.7,25.6,40.5,19
10/18/2023 23:51,80.9,25.7,40.4,19
10/18/2023 23:52,80.9,26,40.6,19
10/18/2023 23:52,80.8,25.6,41.3,19
10/18/2023 23:52,80.6,25.5,40.5,19
10/18/2023 23:52,80.8,25.5,41.3,19
10/18/2023 23:52,80.5,25.6,41.6,19
10/18/2023 23:52,80.9,25,41.7,19
10/18/2023 23:52,80.8,25.6,41.3,19
10/18/2023 23:52,80.5,25.7,41.6,19
10/18/2023 23:52,80.7,25.6,41.2,19
10/18/2023 23:52,80.6,25.6,41.7,19
10/18/2023 23:52,80.6,25.8,41.3,19
10/18/2023 23:52,80.7,25.8,41.5,19
10/18/2023 23:52,80.8,25.9,41.3,19
10/18/2023 23:52,80.8,25.3,41.6,19
10/18/2023 23:52,80.9,26,41.3,19
10/18/2023 23:52,80.9,25.7,41.4,19
10/18/2023 23:52,80.8,25.6,41.5,19
10/18/2023 23:52,80.7,24.6,41.7,19
10/18/2023 23:52,80.6,25.7,41.3,19
10/18/2023 23:52,80.8,25.9,41.7,19
10/18/2023 23:52,80.7,25.6,41.6,19
10/18/2023 23:52,80.7,26,41.2,19
10/18/2023 23:52,80.6,25.7,41.7,19
10/18/2023 23:52,80.8,25.7,41.7,19
10/18/2023 23:52,80.9,25.7,41.3,19
10/18/2023 23:52,80.6,25.6,41.5,19
10/18/2023 23:52,80.8,25.6,41.4,19
10/18/2023 23:52,80.9,25.7,41.2,19
10/18/2023 23:52,80.6,25.6,41.7,19
10/18/2023 23:52,80.6,25.6,41.7,19
10/18/2023 23:53,80.9,25.7,41.6,19
10/18/2023 23:53,80.7,25.7,42.2,19
10/18/2023 23:53,80.7,24.7,42.4,19
10/18/2023 23:53,80.6,25.8,41.4,19
10/18/2023 23:53,80.6,25.6,42.5,19
10/18/2023 23:53,80.7,25.5,41.6,19
10/18/2023 23:53,80.7,25.8,42.4,19
10/18/2023 23:53,80.9,26.8,41.5,19
10/18/2023 23:53,80.7,25.8,42.3,19
10/18/2023 23:53,80.7,25.5,42.5,19
10/18/2023 23:53,80.9,25.6,42.3,19
10/18/2023 23:53,80.7,25.5,42.3,19
10/18/2023 23:53,80.6,24.8,42.4,19
10/18/2023 23:53,80.5,25.6,42.7,19
10/18/2023 23:53,80.8,25.7,42.5,19
10/18/2023 23:53,80.6,25.6,42.7,19
10/18/2023 23:53,80.8,25.8,42.6,19
10/18/2023 23:53,80.8,25.7,42.2,19
10/18/2023 23:53,80.6,25.7,42.6,19
10/18/2023 23:53,80.7,24.8,42.4,19
10/18/2023 23:53,80.7,25.6,42.5,19
10/18/2023 23:53,80.7,24.9,42.4,19
10/18/2023 23:53,80.7,24.8,42.3,19
10/18/2023 23:53,80.8,24.9,42.3,19
10/18/2023 23:53,80.7,24.9,42.7,19
10/18/2023 23:53,80.6,25.9,42.3,19
10/18/2023 23:53,80.9,24.7,42.7,19
10/18/2023 23:53,80.8,25.6,42.4,19
10/18/2023 23:53,80.8,25.2,42.5,19
10/18/2023 23:53,80.8,24.7,42.7,19
10/18/2023 23:54,80.5,24.9,42.6,19
10/18/2023 23:54,80.8,25,42.6,19
10/18/2023 23:54,80.6,24.6,42.8,19
10/18/2023 23:54,80.6,24.6,42.5,19
10/18/2023 23:54,80.6,24.7,42.3,19
10/18/2023 23:54,80.9,25.4,42.5,19
10/18/2023 23:54,80.7,24.8,42.5,19
10/18/2023 23:54,80.9,23.7,42.4,19
10/18/2023 23:54,80.7,24.8,43.3,19
10/18/2023 23:54,80.8,24.8,43.6,19
10/18/2023 23:54,80.7,24.8,42.9,19
10/18/2023 23:54,80.7,23.6,42.6,19
10/18/2023 23:54,80.7,24.8,43.6,19
10/18/2023 23:54,80.9,24.5,43.3,19
10/18/2023 23:54,80.7,24.6,43.7,19
10/18/2023 23:54,80.7,25,43.5,19
10/18/2023 23:54,80.7,24.5,43.3,19
10/18/2023 23:54,80.8,24.5,43.3,19
10/18/2023 23:54,80.7,23.8,43.7,19
10/18/2023 23:54,80.7,24.9,43.6,19
10/18/2023 23:54,80.7,24.5,43.4,19
10/18/2023 23:54,80.7,23.7,43.6,19
10/18/2023 23:54,80.8,24.9,43.7,19
10/18/2023 23:54,80.7,24.7,43.2,19
10/18/2023 23:54,80.8,25,43.6,19
10/18/2023 23:54,80.7,23.6,43.2,19
10/18/2023 23:54,80.7,24.7,43.7,19
10/18/2023 23:54,80.9,24.6,43.2,19
10/18/2023 23:54,80.7,23.5,43.4,19
10/18/2023 23:55,80.8,23.9,43.3,19
10/18/2023 23:55,80.7,24.9,43.6,19
10/18/2023 23:55,80.8,24.6,43.3,19
10/18/2023 23:55,80.9,24.8,43.5,19
10/18/2023 23:55,80.8,23.5,43.4,19
10/18/2023 23:55,80.6,24.5,43.6,19
10/18/2023 23:55,80.7,24.8,43.3,19
10/18/2023 23:55,80.8,24.7,43.3,19
10/18/2023 23:55,80.6,23.7,43.3,19
10/18/2023 23:55,80.8,24.6,43.2,19
10/18/2023 23:55,80.9,24.7,43.8,19
10/18/2023 23:55,80.8,24.8,43.6,19
10/18/2023 23:55,80.8,23.6,43.4,19
10/18/2023 23:55,80.7,24.9,43.4,19
10/18/2023 23:55,80.6,24.8,44.6,19
10/18/2023 23:55,80.7,23.9,44.4,19
10/18/2023 23:55,80.7,23.7,44.5,19
10/18/2023 23:55,80.6,24.7,44.3,19
10/18/2023 23:55,80.7,24.7,44.3,19
10/18/2023 23:55,80.9,24.9,44.7,19
10/18/2023 23:55,80.6,23.6,44.3,14
10/18/2023 23:55,80.9,23.6,44.6,14
10/18/2023 23:55,80.8,24.5,44.5,14
10/18/2023 23:55,80.9,24.8,44.7,15
10/18/2023 23:55,80.7,24.7,44.6,15
10/18/2023 23:55,80.6,24.8,44.7,15
10/18/2023 23:55,80.9,24.7,44.6,15
10/18/2023 23:55,80.7,25.6,44.4,15
10/18/2023 23:55,80.8,26,44.4,15
10/18/2023 23:55,80.7,26.9,44.5,15
10/18/2023 23:56,80.5,28.7,44.4,15
10/18/2023 23:56,80.7,30.6,44.5,15
10/18/2023 23:56,80.6,32.7,44.5,15
10/18/2023 23:56,80.8,34.4,44.5,15
10/18/2023 23:56,80.6,36.6,44.4,15
10/18/2023 23:56,80.7,39.8,44.6,15
10/18/2023 23:56,80.8,41.8,44.3,15
10/18/2023 23:56,80.9,43.6,44.5,15
10/18/2023 23:56,80.9,46.6,44.6,15
10/18/2023 23:56,80.8,47.8,44.3,15
10/18/2023 23:56,80.7,50.6,44.3,15
10/18/2023 23:56,80.8,52.7,44.6,15
10/18/2023 23:56,80.8,55.2,44.2,15
10/18/2023 23:56,80.7,56.5,44.4,15
10/18/2023 23:56,80.7,58.9,45,15
10/18/2023 23:56,80.9,61.6,45.5,15
10/18/2023 23:56,80.9,63.6,45.1,15
10/18/2023 23:56,80.7,65.4,45.4,15
10/18/2023 23:56,80.6,66.5,45.5,15
10/18/2023 23:56,80.7,68.9,45.5,15
